__quarterly__,y,cpi,diff_y,diff_cpi,
1947-02-15,761.798079107683,,,,
1947-05-15,761.53101682428,,-1.068249133614,,
1947-08-15,761.324300087184,,-0.826866948384,,
1947-11-15,762.876467776746,,6.208670758248,,
1948-02-15,764.369467190788,,5.971997656168,,
1948-05-15,766.00667214342,,6.548819810528,,
1948-08-15,766.577967331682,,2.285180753051,,
1948-11-15,766.68961713759,,0.446599223632,,
1949-02-15,765.302088841252,,-5.550113185352,,
1949-05-15,764.960404836026,,-1.366736020905,,
1949-08-15,765.987536508473,,4.108526689788,,
1949-11-15,765.144727388832,,-3.371236478565,,
1950-02-15,768.999562643597,,15.419341019059,,
1950-05-15,772.003791360162,,12.016914866262,,
1950-08-15,775.79540704542,,15.166462741032,,
1950-11-15,777.692085978292,,7.586715731489,,
1951-02-15,779.041104433329,,5.396073820145,,
1951-05-15,780.758974623779,,6.871480761802,,
1951-08-15,782.799022221801,,8.160190392089,,
1951-11-15,783.019029601668,,0.880029519467,,
1952-02-15,784.081895525542,,4.251463695495,,
1952-05-15,784.297060573598,,0.860660192224,,
1952-08-15,785.016316927488,,2.877025415561,,
1952-11-15,788.247754726501,,12.92575119605,,
1953-02-15,790.089556429642,,7.367206812564,,
1953-05-15,790.859522587798,,3.079864632627,,
1953-08-15,790.295256566021,,-2.257064087109,,
1953-11-15,788.76973885985,,-6.102070824684,,
1954-02-15,788.29056878382,,-1.916680304119,,
1954-05-15,788.399501626005,,0.43573136874,,
1954-08-15,789.522518397649,,4.492067086573,,
1954-11-15,791.460309439242,,7.751164166372,,
1955-02-15,794.276514157228,,11.264818871947,,
1955-05-15,795.890622021267,,6.456431456154,,
1955-08-15,797.232048814452,,5.365707172742,,
1955-11-15,797.830582758504,,2.394135776208,,
1956-02-15,797.4414461349,,-1.556546494417,,
1956-05-15,798.264370233934,,3.291696396133,,
1956-08-15,798.174490261349,,-0.359519890339,,
1956-11-15,799.806956761301,,6.529865999808,,
1957-02-15,800.445206758414,334.99040872746,2.552999988454,,
1957-05-15,800.225880490002,335.689712276558,-0.877305073648,2.797214196388,
1957-08-15,801.201127857799,336.95920423615,3.900989471188,5.077967838371,
1957-11-15,800.161462361907,337.416870927424,-4.15866198357,1.830666765093,
1958-02-15,797.531746397128,338.551956883006,-10.518863859115,4.540343822329,
1958-05-15,798.186822804812,339.114704580865,2.620305630734,2.250990791438,
1958-08-15,800.473690550978,339.114704580865,9.147470984667,0.0,
1958-11-15,802.784885057484,339.338919932633,9.244778026022,0.896861407069,
1959-02-15,804.686246868126,339.338919932633,7.605447242569,0.0,
1959-05-15,806.916363409498,339.562633650097,8.920466165489,0.894854869857,
1959-08-15,806.986898868537,340.23078758352,0.282141836156,2.672615733691,
1959-11-15,807.271382884073,340.784192438082,1.137936062144,2.213619418251,
1960-02-15,809.494208341276,340.894506834273,8.891301828814,0.441257584762,
1960-05-15,808.953676736539,341.444260841218,-2.16212641895,2.199016027779,
1960-08-15,809.441904243947,341.444260841218,1.952910029632,0.0,
1960-11-15,808.150194144497,342.100000895834,-5.166840397801,2.622960218464,
1961-02-15,808.82283139972,342.208874058472,2.690549020891,0.435492650553,
1961-05-15,810.506020231707,342.317628848963,6.73275532795,0.435019161964,
1961-08-15,812.407415594016,342.643185294904,7.605581449236,1.302225783765,
1961-11-15,814.349531895084,342.751468997953,7.76846520427,0.433134812196,
1962-02-15,816.117460345736,343.291135725933,7.071713802608,2.158666911919,
1962-05-15,817.017065559684,343.720781918519,3.598420855793,1.718584770345,
1962-08-15,818.238093626311,344.041809481544,4.88411226651,1.284110252099,
1962-11-15,818.566455504215,344.255256745068,1.313447511616,0.853789054097,
1963-02-15,819.652115166945,344.468249349551,4.34263865092,0.851970417933,
1963-05-15,820.767987541701,344.786890086526,4.463489499024,1.274562947899,
1963-08-15,822.942604867942,345.315712059287,8.698469304962,2.115287891043,
1963-11-15,823.596067578719,345.736765302417,2.613850843111,1.684212972521,
1964-02-15,825.682403539566,346.156053149385,8.345343843384,1.677151387872,
1964-05-15,826.765253193406,346.26060097908,4.331398615364,0.41819131878,
1964-08-15,828.315475579867,346.469369332556,6.200889545841,0.835073413904,
1964-11-15,828.623871408942,347.093071978046,1.233583316302,2.49481058196,
1965-02-15,831.014811155419,347.300111368773,9.563758985907,0.828157562908,
1965-05-15,832.270196365472,347.918670042107,5.021540840211,2.474234693339,
1965-08-15,834.469094699191,348.226520464848,8.795593334879,1.231401690961,
1965-11-15,836.746992942753,348.737507790321,9.111592974248,2.043949301892,
1966-02-15,839.152066541538,349.650756146648,9.620294395138,3.652993425309,
1966-05-15,839.493086369318,350.755739775297,1.364079311121,4.419934514594,
1966-08-15,840.336425300351,351.650822827216,3.373355724132,3.580332207678,
1966-11-15,841.153485363603,352.34150143864,3.268240253006,2.762714445698,
1967-02-15,842.035139929235,352.734043640457,3.526618262531,1.570168807265,
1967-05-15,842.096418962424,353.319982816903,0.245116132756,2.343756705786,
1967-08-15,843.038092187613,354.28898266638,3.766692900755,3.875999397909,
1967-11-15,843.789280815175,355.248682920838,3.004754510247,3.838801017831,
1968-02-15,845.808268524796,356.482680534962,8.075950838483,4.935990456494,
1968-05-15,847.465263768535,357.515068878559,6.627980974958,4.12955337439,
1968-08-15,848.237232074459,358.721580024518,3.087873223695,4.826044583837,
1968-11-15,848.629780634569,360.004824040732,1.57019424044,5.132976064854,
1969-02-15,850.182774525538,361.27180932383,6.211975563877,5.067941132392,
1969-05-15,850.486308714722,362.966009445396,1.214136756734,6.776800486266,
1969-08-15,851.144651083203,364.370773538003,2.633369473926,5.619056370427,
1969-11-15,850.655763384886,365.927898425181,-1.95555079327,6.228499548711,
1970-02-15,850.507182356682,367.630067190708,-0.594324112816,6.808675062107,
1970-05-15,850.649011732295,369.054473351619,0.567317502453,5.697624643646,
1970-08-15,851.566342191531,370.130197411249,3.669321836942,4.302896238521,
1970-11-15,850.488920689207,371.438474444106,-4.309686009293,5.233108131428,
1971-02-15,853.16868490783,372.328088083127,10.719056874493,3.558454556082,
1971-05-15,853.708346193046,373.528582692809,2.158645140862,4.801978438729,
1971-08-15,854.52794536921,374.242022104197,3.278396704656,2.85375764555,
1971-11-15,854.763451674106,374.871945454845,0.942025219585,2.519693402592,
1972-02-15,856.585706189667,375.887182593397,7.289018062244,4.06094855421,
1972-05-15,858.830102479373,376.584049525006,8.977585158823,2.787467726438,
1972-08-15,859.770052959384,377.429233203858,3.759801920045,3.380734715405,
1972-11-15,861.430647192973,378.267333332442,6.642376934357,3.352400514339,
1973-02-15,863.87532628617,379.773385902602,9.778716372789,6.024210280637,
1973-05-15,864.958105546111,381.990771652034,4.331117039761,8.869542997729,
1973-08-15,864.430819296019,383.945231259331,-2.109145000365,7.817838429188,
1973-11-15,865.375558591012,386.002771037999,3.778957179971,8.230159114672,
1974-02-15,864.512068649636,388.293742460168,-3.453959765504,9.163885688677,
1974-05-15,864.749469857194,390.667539903453,0.949604830231,9.495189773137,
1974-08-15,863.799832260494,393.508827842429,-3.798550386798,11.365151755905,
1974-11-15,863.410936256524,396.651119071222,-1.555584015882,12.569164915171,
1975-02-15,862.186180776693,398.713047791495,-4.899021919322,8.247714881094,
1975-05-15,862.898176278495,399.881213543941,2.847982007207,4.672663009784,
1975-08-15,864.595344523797,401.698344100461,6.788672981206,7.268522226079,
1975-11-15,865.932883606886,403.5419883631,5.350156332358,7.374577050556,
1976-02-15,868.156731896942,404.655389838575,8.895393160221,4.453605901901,
1976-05-15,868.8877539844,405.467930588747,2.924088349834,3.250163000688,
1976-08-15,869.434959842774,407.187170642686,2.188823433496,6.876960215755,
1976-11-15,870.157196402326,408.541593153385,2.888946238208,5.417690042797,
1977-02-15,871.331754974965,410.098910494077,4.698234290557,6.229269362766,
1977-05-15,873.257211588503,411.849502250861,7.701826454151,7.002367027138,
1977-08-15,875.045482188932,413.356527537538,7.153082401716,6.028101146707,
1977-11-15,875.047667936968,414.683158822014,0.008742992144,5.306525137905,
1978-02-15,875.366322933669,416.563109749444,1.274619986806,7.519803709719,
1978-05-15,879.157799576387,418.914956399094,15.165906570871,9.407386598599,
1978-08-15,880.158295014605,421.212759787848,4.001981752872,9.191213555017,
1978-11-15,881.493484617877,423.313985391781,5.340758413088,8.40490241573,
1979-02-15,881.673110481581,425.844557290253,0.718503454815,10.122287593888,
1979-05-15,881.779973194363,428.266659854826,0.42745085113,9.688410258291,
1979-08-15,882.520098961846,430.586527366335,2.960503069931,9.279470046039,
1979-11-15,882.769861828828,433.33614626926,0.999051467927,10.998475611699,
1980-02-15,883.083887327767,436.564315542336,1.256101995757,12.912677092303,
1980-05-15,881.001891259668,439.609389184423,-8.327984272398,12.18029456835,
1980-08-15,880.882973463175,441.48164575372,-0.475671185972,7.489026277185,
1980-11-15,882.730722555059,444.500143383527,7.390996367537,12.07399051923,
1981-02-15,884.671202334012,446.667410877245,7.761919115811,8.669069974872,
1981-05-15,883.927379203043,448.563561725534,-2.975292523876,7.584603393154,
1981-08-15,885.11779081522,451.597460722006,4.761646448709,12.135595985891,
1981-11-15,884.022247507422,453.259949315326,-4.38217323119,6.649954373277,
1982-02-15,882.456509068482,454.506626195378,-6.262953755763,4.986707520211,
1982-05-15,882.911670152355,456.121829845891,1.820644335495,6.46081460205,
1982-08-15,882.52863824664,457.677071146639,-1.532127622862,6.220965202994,
1982-11-15,882.568576544118,458.019419988374,0.159753189914,1.369395366938,
1983-02-15,883.87781605428,458.564751953322,5.236958040645,2.181327859792,
1983-05-15,886.127922651456,459.579302420914,9.000426388705,4.05820187037,
1983-08-15,888.107268018358,460.583663086436,7.917381467609,4.017442662089,
1983-11-15,890.172021984608,461.709875685336,8.259015864999,4.504850395601,
1984-02-15,892.107932025916,463.246104654835,7.743640165234,6.144915877996,
1984-05-15,893.820968084411,464.278704923837,6.85214423398,4.130401076007,
1984-08-15,894.78041427236,465.396035015752,3.837784751794,4.469320367661,
1984-11-15,895.597920710337,466.312457956321,3.270025751908,3.665691762275,
1985-02-15,896.562327621725,467.345169371583,3.857627645554,4.130845661047,
1985-05-15,897.438940472548,468.213122712422,3.50645140329,3.471813363356,
1985-08-15,898.954518609214,468.951133442184,6.062312546665,2.952042919049,
1985-11-15,899.695096890626,470.07833498881,2.962313125646,4.508806186503,
1986-02-15,900.624291185687,471.073068134864,3.716777180246,3.978932584218,
1986-05-15,901.073657384328,471.879644576542,1.797464794566,3.22630576671,
1986-08-15,902.026100100679,472.915616576908,3.809770865401,4.143888001465,
1986-11-15,902.561649191299,473.940966148775,2.142196362483,4.101398287469,
1987-02-15,903.303907257601,474.86931624515,2.969032265206,3.713400385498,
1987-05-15,904.376971589713,475.989213089809,4.292257328449,4.479587378636,
1987-08-15,905.240796709892,476.898827121749,3.455300480716,3.638456127758,
1987-11-15,906.94325833699,477.968356061419,6.809846508393,4.278115758681,
1988-02-15,907.458582425837,478.832472908594,2.061296355386,3.456467388699,
1988-05-15,908.763926239583,480.018857330218,5.221375254986,4.745537686497,
1988-08-15,909.348144669824,481.299703319041,2.336873720965,5.123383955292,
1988-11-15,910.671845519018,482.457341741891,5.294803396775,4.630553691401,
1989-02-15,911.683310594565,483.575266613461,4.045860302188,4.471699486279,
1989-05-15,912.44367811648,484.759335177268,3.041470087661,4.73627425523,
1989-08-15,913.181824097308,485.774308106737,2.952583923312,4.059891717875,
1989-11-15,913.378681180841,486.98394841308,0.787428334129,4.838561225371,
1990-02-15,914.465548734833,488.431592741759,4.347470215968,5.790577314715,
1990-05-15,914.827803589371,489.609698885395,1.449019418154,4.712424574546,
1990-08-15,914.894293911821,491.069217632262,0.265961289797,5.838074987469,
1990-11-15,913.97972995484,492.168263986485,-3.658255827922,4.396185416892,
1991-02-15,913.510764444529,493.447393313069,-1.875862041243,5.116517306335,
1991-05-15,914.287458390361,494.402054477674,3.106775783326,3.81864465842,
1991-08-15,914.791524271861,495.229971708329,2.016263526001,3.31166892262,
1991-11-15,915.139482098104,496.051090714733,1.391831304973,3.284476025616,
1992-02-15,916.329530423984,496.819161521755,4.76019330352,3.072283228086,
1992-05-15,917.408014425818,497.581377938432,4.313936007334,3.048865666708,
1992-08-15,918.39127175709,498.314989619224,3.933029325091,2.934446723169,
1992-11-15,919.42875115087,499.133920492797,4.149917575119,3.275723494295,
1993-02-15,919.595590987726,499.923724914389,0.667359347425,3.159217686365,
1993-05-15,920.176016707163,500.729639283074,2.321702877748,3.223657474742,
1993-08-15,920.652038510788,501.329841151574,1.904087214498,2.400807473999,
1993-11-15,922.002948059498,502.102557238278,5.403638194841,3.090864346816,
1994-02-15,922.968583596561,502.69459931392,3.862542148252,2.368168302567,
1994-05-15,924.314583983808,503.370056702725,5.384001548988,2.701829555221,
1994-08-15,924.897418216638,504.17032049568,2.331336931319,3.20105517182,
1994-11-15,926.036425099686,504.793107883995,4.556027532194,2.49114955326,
1995-02-15,926.39049300904,505.582108650561,1.416271637413,3.156003066262,
1995-05-15,926.688354659529,506.40707366785,1.191446601958,3.299860069159,
1995-08-15,927.535421762916,507.016127341028,3.388268413546,2.436214692712,
1995-11-15,928.212163229115,507.704705961551,2.706965864796,2.75431448209,
1996-02-15,928.958343694377,508.409226053459,2.98472186105,2.818080367633,
1996-05-15,930.612471207602,509.047285272817,6.616510052899,2.55223687743,
1996-08-15,931.505482898306,509.783183933008,3.572046762814,2.943594640764,
1996-11-15,932.538526233189,510.533922956555,4.132173339536,3.002956094191,
1997-02-15,933.182012191241,511.058117725367,2.573943832205,2.096779075246,
1997-05-15,934.830330580107,511.599580995408,6.593273555466,2.165853080165,
1997-08-15,936.073351538304,512.05852618888,4.972083832788,1.835780773889,
1997-11-15,936.928428872428,512.634210180823,3.420309336497,2.302735967769,
1998-02-15,937.922843541018,513.245953558801,3.977658674361,2.446973511915,
1998-05-15,938.844404599581,513.77573013399,3.686244234251,2.119106300755,
1998-08-15,940.08938698455,514.36109765925,4.979929539878,2.341470101041,
1998-11-15,941.692656361223,514.962399092745,6.413077506692,2.40520573398,
1999-02-15,942.632056761155,515.425452206366,3.757601599727,1.852212454485,
1999-05-15,943.463589951092,515.886371017287,3.326132759749,1.843675243681,
1999-08-15,944.777941410944,516.364246322143,5.257405839408,1.911501219427,
1999-11-15,946.407372784693,516.934698525108,6.517725494994,2.281808811857,
2000-02-15,946.771157645587,517.558460116574,1.455139443575,2.495046365866,
2000-05-15,948.575366479825,518.197079849038,7.216835336952,2.554478929857,
2000-08-15,948.675090866784,518.906038061109,0.398897547837,2.835832848281,
2000-11-15,949.26769326032,519.462213020927,2.370409574141,2.224699839274,
2001-02-15,948.94294552197,520.254041097085,-1.2989909534,3.167312304631,
2001-05-15,949.562412074752,520.893955539682,2.477866211132,2.559657770388,
2001-08-15,949.161259516663,521.602212382121,-1.604610232357,2.833027369755,
2001-11-15,949.438190068296,522.233584570523,1.107722206533,2.52548875361,
2002-02-15,950.263006303116,522.75371843081,3.29926493928,2.080535441146,
2002-05-15,950.876622279462,523.217756404349,2.454463905383,1.856151894157,
2002-08-15,951.27933899007,523.697373630698,1.610866842432,1.918468905397,
2002-11-15,951.409909476756,524.10412989048,0.522281946744,1.627025039125,
2003-02-15,951.92530223055,524.474076582048,2.061571015175,1.479786766274,
2003-05-15,952.814713021653,524.737488798584,3.557643164412,1.053648866142,
2003-08-15,954.467869055579,525.192432680374,6.612624135704,1.819775527162,
2003-11-15,955.615306468873,525.610551756487,4.589749653176,1.672476304452,
2004-02-15,956.186588029973,526.113457542032,2.285126244402,2.011623142178,
2004-05-15,956.962310268135,526.802996543779,3.102888952646,2.758156006987,
2004-08-15,957.89915536283,527.248660651351,3.74738037878,1.78265643029,
2004-11-15,958.91599534648,527.879469988922,4.0673599346,2.523237350283,
2005-02-15,960.020752873593,528.455645146698,4.419030108455,2.304700631102,
2005-05-15,960.506177259115,528.994911670945,1.941697542086,2.157066096991,
2005-08-15,961.28872929818,529.330482472449,3.130208156261,1.342283206016,
2005-11-15,961.855050904261,529.981624267177,2.265286424322,2.604567178912,
2006-02-15,963.194703474014,530.628553619721,5.358610279015,2.587717410177,
2006-05-15,963.439986140538,531.353433251705,0.981130666094,2.899518527933,
2006-08-15,963.590329256726,532.040496317507,0.601372464753,2.748252263208,
2006-11-15,964.430501599974,532.577039349149,3.360689372991,2.14617212657,
2007-02-15,964.723670300895,533.261572853409,1.172674803684,2.73813401704,
2007-05-15,965.360075470575,533.841910158369,2.54562067872,2.321349219841,
2007-08-15,965.960575512094,534.453915574057,2.402000166076,2.448021662751,
2007-11-15,966.568368704112,535.217088077406,2.431172768074,3.052690013396,
2008-02-15,966.160106974973,535.956924242304,-1.633046916556,2.959344659589,
2008-05-15,966.730770931016,536.571118229321,2.28265582417,2.456775948069,
2008-08-15,966.202485053,537.433969547243,-2.113143512062,3.451405271687,
2008-11-15,963.995205744575,537.81046568361,-8.829117233702,1.505984545469,
2009-02-15,962.822635399101,538.160557112504,-4.690281381895,1.400365715575,
2009-05-15,962.65325389092,538.520276322748,-0.677526032726,1.438876840978,
2009-08-15,963.014530491167,538.72893203503,1.445106400989,0.834622849128,
2009-11-15,964.076830006785,539.181681706203,4.249198062472,1.81099868469,
2010-02-15,964.57563737328,539.267102858051,1.995229465979,0.341684607395,
2010-05-15,965.538689740683,539.414559396071,3.852209469611,0.589826152077,
2010-08-15,966.308860447767,539.645234058902,3.080682828339,0.922698651324,
2010-11-15,966.827110369205,539.952828452181,2.072999685752,1.230377573119,
2011-02-15,966.585903631402,540.545729810594,-0.964826951214,2.37160543365,
2011-05-15,967.261665957135,541.151806732608,2.703049302933,2.424307688058,
2011-08-15,967.22289127807,541.913874487413,-0.155098716258,3.04827101922,
2011-11-15,968.338325301368,542.470475965486,4.46173609319,2.226405912289,
2012-02-15,969.152921286022,542.988057356535,3.258383938615,2.070325564199,
2012-05-15,969.607745378211,543.46866036801,1.819296368758,1.922412045898,
2012-08-15,969.782475613588,543.905853932058,0.698920941505,1.74877425619,
2012-11-15,969.892253403181,544.370692242094,0.439111158375,1.859353240144,
2013-02-15,970.756299299795,544.850448741442,3.456183586457,1.919025997393,
2013-05-15,970.895587468536,545.083528571821,0.557152674964,0.932319321518,
2013-08-15,971.684123744181,545.578254734312,3.154145102578,1.978904649966,
2013-11-15,972.392777850684,545.989894034019,2.834616426012,1.646557198824,
2014-02-15,972.042053795755,546.4128371215,-1.402896219715,1.691772349926,
2014-05-15,973.318007678534,547.018446543813,5.103815531116,2.422437689252,
2014-08-15,974.476235889015,547.478012739901,4.632912841924,1.838264784352,
2014-11-15,974.924224323164,547.91864803071,1.791953736597,1.762541163234,
2015-02-15,975.734248378674,548.260504467477,3.240096222038,1.367425747069,
2015-05-15,976.31257427765,548.77938213205,2.313303595905,2.075510658293,
2015-08-15,976.635425225214,549.285977691671,1.291403790257,2.026382238482,
2015-11-15,976.781552753494,549.775958032638,0.584510113119,1.959921363868,
2016-02-15,977.369003744944,550.208100134728,2.349803965798,1.728568408359,
2016-05-15,977.67093627625,550.742284355832,1.207730125225,2.136736884418,
2016-08-15,978.270252164766,551.173241587124,2.397263554064,1.723828925167,
2016-11-15,978.765910542638,551.569097048555,1.98263351149,1.583421845724,
2017-02-15,979.194653240316,552.06299058674,1.714970790709,1.975574152743,
2017-05-15,979.697181431003,552.353476595198,2.010112762749,1.161944033828,
2017-08-15,980.521265228803,552.725874473476,3.296335191202,1.489591513114,
2017-11-15,981.521902202368,553.263426290482,4.002547894259,2.150207268022,
2018-02-15,982.212168236906,553.937548939255,2.761064138153,2.696490595093,
2018-05-15,982.907090967158,554.417173071585,2.779690921007,1.91849652932,
2018-08-15,983.626532681605,554.781458915484,2.877766857786,1.457143375598,
2018-11-15,983.808150854273,555.331869369016,0.726472690674,2.201641814127,
2019-02-15,984.349394096585,555.989029222033,2.164972969246,2.628639412068,
2019-05-15,985.02014844196,556.438629871368,2.683017381502,1.79840259734,
2019-08-15,985.906178053663,556.972014758712,3.54411844681,2.133539549376,
2019-11-15,986.348246384076,557.561824046275,1.768273321655,2.359237150252,
2020-02-15,985.166132669215,558.171778566546,-4.728454859447,2.439818081086,
2020-05-15,976.300128790292,558.115271244826,-35.464015515689,-0.22602928688,
2020-08-15,983.861404196253,558.949955656054,30.245101623841,3.33873764491,
2020-11-15,984.82000815083,559.509544450118,3.834415818308,2.238355176258,
2021-02-15,986.351020120436,559.934498954125,6.124047878427,1.699818016028,
2021-05-15,988.043630217348,561.558736715215,6.770440387648,6.496951044359,
2021-08-15,988.698177864146,562.896194099851,2.618190587193,5.349829538545,
2021-11-15,990.379655479002,564.543629688034,6.72591045942,6.58974235273,
2022-02-15,989.96847309672,566.284473281248,-1.644729529126,6.963374372859,
2022-05-15,989.82373442812,567.939187189794,-0.578954674399,6.618855634181,
2022-08-15,990.621697427339,569.645122224417,3.191851996875,6.823740138494,
2022-11-15,991.281863228696,571.000529501879,2.64066320543,5.421629109846,
